Ident,Type,Origin,Origin Name,Origin City,Destination,Destination Name,Destination City,Departure Time,Arrival Time,Enroute
DAL1810,MD88/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KATL,Hartsfield-Jackson Intl,"Atlanta, GA",7/11/13 1:06,7/11/13 2:49,1:43
AAL2268,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KRSW,Southwest Florida Intl,"Fort Myers, FL",7/11/13 1:07,7/11/13 3:22,2:15
AWE1105,A321/Q ,KCLT,Charlotte/Douglas Intl,"Charlotte, NC",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 1:07,7/11/13 3:16,2:09
UPS781,B752/Q ,KLRD,Laredo Intl,"Laredo, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 1:08,7/11/13 2:12,1:04
EGF3198,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KAEX,Alexandria Intl,"Alexandria, LA",7/11/13 1:09,7/11/13 1:56,0:47
EGF2887,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",MMLO,Del Bajio Guanajuato Int'l,"Silao, Guanajuato",7/11/13 1:10,7/11/13 3:04,1:54
AAL1615,MD83/Q ,KMSY,New Orleans Intl,"New Orleans, LA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 1:10,7/11/13 2:19,1:09
EGF3358,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KGSO,Piedmont Triad Intl,"Greensboro, NC",7/11/13 1:11,7/11/13 3:38,2:27
EGF2744,E145/Q ,KHOU,William P Hobby,"Houston, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 1:12,7/11/13 2:00,0:48
AAL1538,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMCO,Orlando Intl,"Orlando, FL",7/11/13 1:13,7/11/13 3:30,2:17
AAL1529,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KPDX,Portland Intl,"Portland, OR",7/11/13 1:13,7/11/13 4:42,3:29
DAL910,A319/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KATL,Hartsfield-Jackson Intl,"Atlanta, GA",7/11/13 1:14,7/11/13 2:59,1:45
AAL1844,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KATL,Hartsfield-Jackson Intl,"Atlanta, GA",7/11/13 1:16,7/11/13 3:04,1:48
AAL940,B763/Q ,SCEL,Comodoro Arturo Merino Benitez Int'l,Santiago,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 1:16,7/11/13 11:32,10:16
EGF3438,E145/Q ,KBTR,Baton Rouge Metro,"Baton Rouge, LA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 1:16,7/11/13 2:17,1:01
AAL501,MD83/Q ,KRIC,Richmond Intl,"Richmond, VA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 1:17,7/11/13 3:56,2:39
AAL1379,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KTUS,Tucson Intl,"Tucson, AZ",7/11/13 1:17,7/11/13 3:00,1:43
AAL641,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",CYYC,Calgary Int'l,"Calgary, Alberta",7/11/13 1:17,7/11/13 4:44,3:27
AAL1931,B752/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLAS,McCarran Intl,"Las Vegas, NV",7/11/13 1:18,7/11/13 3:31,2:13
AAL1822,B738/Q ,KMIA,Miami Intl,"Miami, FL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 1:19,7/11/13 3:46,2:27
AAL250,B763 ,SBGL,Rio de Janeiro/Galeao Intl,Rio de Janeiro,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 1:19,7/11/13 11:20,10:01
EGF3224,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSGF,Springfield Arpt,"Springfield, MO",7/11/13 1:19,7/11/13 2:16,0:57
AAL1440,MD80 ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSAT,San Antonio Intl,"San Antonio, TX",7/11/13 1:20,7/11/13 2:02,0:42
AAL1626,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBNA,Nashville Intl,"Nashville, TN",7/11/13 1:20,7/11/13 2:52,1:32
AAL440Q,MD82/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSAT,San Antonio Intl,"San Antonio, TX",7/11/13 1:21,7/11/13 2:05,0:44
AAL2374,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KORD,Chicago O'Hare Intl,"Chicago, IL",7/11/13 1:21,7/11/13 3:09,1:48
AAL2048,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KPIT,Pittsburgh Intl,"Pittsburgh, PA",7/11/13 1:22,7/11/13 3:40,2:18
AAL1407,MD83/Q ,KSTL,Lambert-St Louis Intl,"St Louis, MO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 1:23,7/11/13 2:38,1:15
EGF2959,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KGRK,Robert Gray Aaf,"Fort Hood/Killeen, TX",7/11/13 1:23,7/11/13 1:48,0:25
AAL1993,MD80/Q ,KOMA,Eppley Airfield,"Omaha, NE",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 1:24,7/11/13 2:43,1:19
EGF2985,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KROW,Roswell Intl Air Center,"Roswell, NM",7/11/13 1:24,7/11/13 2:25,1:01
AAL1148,MD80/Q ,KLAS,McCarran Intl,"Las Vegas, NV",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 1:24,7/11/13 3:33,2:09
EGF2747,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KGSP,Greenville/Spartanburg Intl,"Greer, SC",7/11/13 1:26,7/11/13 3:33,2:07
AAL1654,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KAUS,Austin-Bergstrom Intl,"Austin, TX",7/11/13 1:27,7/11/13 1:58,0:31
EGF3400,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMLI,Quad City Intl,"Moline, IL",7/11/13 1:27,7/11/13 3:05,1:38
SKW5611,CRJ7/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLAX,Los Angeles Intl,"Los Angeles, CA",7/11/13 1:28,7/11/13 4:06,2:38
AAL667,MD82/Q ,KATL,Hartsfield-Jackson Intl,"Atlanta, GA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 1:29,7/11/13 3:07,1:38
EGF2781,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KABI,Abilene Rgnl,"Abilene, TX",7/11/13 1:29,7/11/13 1:56,0:27
AAL1425,B738/Q ,KIAD,Washington Dulles Intl,"Washington, DC",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 1:29,7/11/13 4:08,2:39
AAL1432,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KDCA,Reagan National,"Washington, DC",7/11/13 1:32,7/11/13 4:17,2:45
NKS116,A319/Q ,KDEN,Denver Intl,"Denver, CO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 1:32,7/11/13 2:59,1:27
EGF3212,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",MMVR,General Heriberto Jara Int'l,"Veracruz, Veracruz",7/11/13 1:32,7/11/13 3:37,2:05
EGF3426,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",MMQT,Ing. Fernando Espinoza Gutierrez Int'l,"Queretaro, Queretaro",7/11/13 1:33,7/11/13 3:29,1:56
ASQ2566,CRJ2/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBPT,Jack Brooks Rgnl,"Beaumont/Port Arthur, TX",7/11/13 1:35,7/11/13 2:21,0:46
AAL1726,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMEM,Memphis Intl,"Memphis, TN",7/11/13 1:36,7/11/13 2:42,1:06
NKS971,A319/Q ,KFLL,Hollywood Int'l,"Fort Lauderdale, FL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 1:36,7/11/13 3:59,2:23
EGF2865,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",MMCU,General Roberto Fierro Villalobos Int'l,"Chihuahua, Chihuahua",7/11/13 1:38,7/11/13 3:02,1:24
AAL620,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KORF,Norfolk Intl,"Norfolk, VA",7/11/13 1:39,7/11/13 4:15,2:36
AAL670,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBHM,Birmingham-Shuttlesworth Intl,"Birmingham, AL",7/11/13 1:40,7/11/13 3:05,1:25
AAL1902,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KRDU,Raleigh-Durham Intl,"Raleigh/Durham, NC",7/11/13 1:42,7/11/13 4:08,2:26
EGF2546,CRJ7 ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBTR,Baton Rouge Metro,"Baton Rouge, LA",7/11/13 1:43,7/11/13 2:42,0:59
AAL1091,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",7/11/13 1:43,7/11/13 3:32,1:49
ASQ2546,CRJ2/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBTR,Baton Rouge Metro,"Baton Rouge, LA",7/11/13 1:44,7/11/13 2:43,0:59
AAL2059,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCOS,Colorado Sprgs Muni,"Colorado Springs, CO",7/11/13 1:44,7/11/13 3:17,1:33
EGF3376,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMSN,Dane Co Rgnl,"Madison, WI",7/11/13 1:45,7/11/13 3:40,1:55
EGF2834,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMHK,Manhattan Rgnl,"Manhattan, KS",7/11/13 1:46,7/11/13 2:53,1:07
EGF2973,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMOB,Mobile Rgnl,"Mobile, AL",7/11/13 1:46,7/11/13 3:03,1:17
EGF3120,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KGRI,Central Nebraska Rgnl,"Grand Island, NE",7/11/13 1:47,7/11/13 3:11,1:24
AAL2485,B763/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",SBGL,Rio de Janeiro/Galeao Intl,Rio de Janeiro,7/11/13 1:47,7/11/13 12:16,10:29
AAL523,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KELP,El Paso Intl,"El Paso, TX",7/11/13 1:48,7/11/13 2:58,1:10
AAL963,B772/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",SBGR,Sao Paulo,Sao Paulo,7/11/13 1:50,7/11/13 11:23,9:33
AAL881P,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSFO,San Francisco Intl,"San Francisco, CA",7/11/13 1:50,7/11/13 5:04,3:14
AAL881,B738 ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSFO,San Francisco Intl,"San Francisco, CA",7/11/13 1:50,7/11/13 5:01,3:11
EGF2753,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLFT,Lafayette Rgnl,"Lafayette, LA",7/11/13 1:51,7/11/13 2:47,0:56
AAL1237,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSNA,John Wayne Arpt,"Santa Ana, CA",7/11/13 1:51,7/11/13 4:26,2:35
AAL462,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KHSV,Huntsville Intl,"Huntsville, AL",7/11/13 1:52,7/11/13 3:11,1:19
EGF3397,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSPS,Sheppard Afb ,"Wichita Falls, TX",7/11/13 1:53,7/11/13 2:17,0:24
EGF3444,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KTYS,Mc Ghee Tyson,"Knoxville, TN",7/11/13 1:53,7/11/13 3:44,1:51
AAL2495,B752/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLAX,Los Angeles Intl,"Los Angeles, CA",7/11/13 1:55,7/11/13 4:31,2:36
EGF3243,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KJAN,Jackson-Evers Intl,"Jackson, MS",7/11/13 1:57,7/11/13 2:56,0:59
AAL1957,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSEA,Seattle-Tacoma Intl,"Seattle, WA",7/11/13 1:58,7/11/13 5:41,3:43
EGF3239,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KGCK,Garden City Rgnl,"Garden City, KS",7/11/13 1:59,7/11/13 3:02,1:03
AAL2384,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KORD,Chicago O'Hare Intl,"Chicago, IL",7/11/13 2:00,7/11/13 3:45,1:45
AWE377,A320/Q ,KCLT,Charlotte/Douglas Intl,"Charlotte, NC",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 2:00,7/11/13 4:02,2:02
EGF3205,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLRD,Laredo Intl,"Laredo, TX",7/11/13 2:01,7/11/13 2:57,0:56
SKV7487,E170/Q ,CYYZ,Toronto Pearson Int'l,"Toronto, Ontario",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 2:02,7/11/13 4:45,2:43
KAL31,B772 ,RKSI,Incheon Int'l,Incheon (near Seoul),KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 2:02,7/11/13 14:58,12:56
AAL1622,MD80/Q ,KIAH,Houston Bush Int'ctl,"Houston, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 2:02,7/11/13 2:42,0:40
ASQ4627,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCLE,Cleveland-Hopkins Intl,"Cleveland, OH",7/11/13 2:03,7/11/13 4:13,2:10
SKW6225,CRJ7/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KORD,Chicago O'Hare Intl,"Chicago, IL",7/11/13 2:03,7/11/13 3:50,1:47
AAL559,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",MMMX,Lic. Benito Juarez Int'l,Mexico City,7/11/13 2:04,7/11/13 4:02,1:58
EGF2902,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KFSM,Fort Smith Rgnl,"Fort Smith, AR",7/11/13 2:04,7/11/13 2:47,0:43
AAL1507,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KABQ,Albuquerque Intl Sunport,"Albuquerque, NM",7/11/13 2:06,7/11/13 3:32,1:26
EGF3389,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSJT,San Angelo Rgnl,"San Angelo, TX",7/11/13 2:07,7/11/13 2:45,0:38
AAL483,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSAT,San Antonio Intl,"San Antonio, TX",7/11/13 2:07,7/11/13 2:45,0:38
EGF2891,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSAF,Santa Fe Muni,"Santa Fe, NM",7/11/13 2:09,7/11/13 3:30,1:21
UAL649,A319/Q ,KIAH,Houston Bush Int'ctl,"Houston, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 2:09,7/11/13 2:52,0:43
TCF3496,E170/Q ,KEWR,Newark Liberty Intl,"Newark, NJ",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 2:09,7/11/13 5:09,3:00
EGF3106,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCLL,Easterwood Field,"College Station, TX",7/11/13 2:09,7/11/13 2:37,0:28
AAL520,MD80/Q ,KDEN,Denver Intl,"Denver, CO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 2:10,7/11/13 3:37,1:27
AAL1516,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMKE,General Mitchell Intl,"Milwaukee, WI",7/11/13 2:10,7/11/13 3:59,1:49
CLX774,B748/Q ,KIND,Indianapolis Intl,"Indianapolis, IN",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 2:11,7/11/13 3:53,1:42
AAL2033,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSAN,San Diego Intl,"San Diego, CA",7/11/13 2:11,7/11/13 4:34,2:23
AAL2080,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KDSM,Des Moines Intl,"Des Moines, IA",7/11/13 2:11,7/11/13 3:36,1:25
AAL2149,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLBB,Lubbock Smith Intl,"Lubbock, TX",7/11/13 2:12,7/11/13 2:54,0:42
AAL1554,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBWI,Baltimore/Washington Intl,"Baltimore, MD",7/11/13 2:13,7/11/13 4:59,2:46
UPS9324,A306/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KIAH,Houston Bush Int'ctl,"Houston, TX",7/11/13 2:14,7/11/13 2:49,0:35
EGF3121,E145/Q ,KAMA,Amarillo Intl,"Amarillo, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 2:15,7/11/13 3:03,0:48
ASQ4341,E145/Q ,KIAH,Houston Bush Int'ctl,"Houston, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 2:16,7/11/13 2:59,0:43
AAL1490,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMSP,Minneapolis/St Paul Intl,"Minneapolis, MN",7/11/13 2:18,7/11/13 4:13,1:55
EGF2808,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KFSD,Joe Foss Field,"Sioux Falls, SD",7/11/13 2:18,7/11/13 4:11,1:53
NKS747,A319/Q ,KMSP,Minneapolis/St Paul Intl,"Minneapolis, MN",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 2:19,7/11/13 4:08,1:49
ASQ2508,CRJ2/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KTXK,Texarkana Rgnl-Webb Field,"Texarkana, AR",7/11/13 2:20,7/11/13 2:54,0:34
AAL1798,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KIND,Indianapolis Intl,"Indianapolis, IN",7/11/13 2:21,7/11/13 4:01,1:40
AAL1543,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KRNO,Reno/Tahoe Intl,"Reno, NV",7/11/13 2:21,7/11/13 5:08,2:47
EGF2930,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KACT,Waco Rgnl,"Waco, TX",7/11/13 2:21,7/11/13 2:39,0:18
EGF3282,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KPNS,Pensacola Gulf Coast Rgnl,"Pensacola, FL",7/11/13 2:22,7/11/13 3:47,1:25
EGF2778,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KGRR,Gerald R. Ford Intl,"Grand Rapids, MI",7/11/13 2:23,7/11/13 4:26,2:03
FFT122,A319/Q ,KDEN,Denver Intl,"Denver, CO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 2:23,7/11/13 3:47,1:24
DAL1345,A320/Q ,KSLC,Salt Lake City Intl,"Salt Lake City, UT",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 2:23,7/11/13 4:30,2:07
AWE244,A320/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",7/11/13 2:24,7/11/13 2:24,n/a
AAL440,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBDL,Bradley Intl,"Windsor Locks, CT",7/11/13 2:25,7/11/13 5:24,2:59
SKW6220,CRJ7/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSFO,San Francisco Intl,"San Francisco, CA",7/11/13 2:25,7/11/13 5:30,3:05
AAL1692,B752/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBOS,Boston Logan Intl,"Boston, MA",7/11/13 2:26,7/11/13 5:53,3:27
AAL692Q,B752/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBOS,Boston Logan Intl,"Boston, MA",7/11/13 2:26,7/11/13 5:43,3:17
AAL420,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",CYYZ,Toronto Pearson Int'l,"Toronto, Ontario",7/11/13 2:28,7/11/13 4:52,2:24
AAL2056,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KIAH,Houston Bush Int'ctl,"Houston, TX",7/11/13 2:29,7/11/13 3:10,0:41
AAL1136,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KDTW,Detroit Metro Wayne Co,"Detroit, MI",7/11/13 2:30,7/11/13 4:34,2:04
AAL2292,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KIAD,Washington Dulles Intl,"Washington, DC",7/11/13 2:30,7/11/13 5:12,2:42
AAL1857,MD82/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KOKC,Will Rogers World,"Oklahoma City, OK",7/11/13 2:30,7/11/13 3:04,0:34
UPS751,MD11/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSDF,Louisville Intl,"Louisville, KY",7/11/13 2:31,7/11/13 4:10,1:39
AAL1286,MD80 ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KRIC,Richmond Intl,"Richmond, VA",7/11/13 2:32,7/11/13 5:05,2:33
AAL1658,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KDAY,James M Cox Dayton Intl,"Dayton, OH",7/11/13 2:33,7/11/13 4:30,1:57
AAL286Q,MD82/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KRIC,Richmond Intl,"Richmond, VA",7/11/13 2:33,7/11/13 4:59,2:26
AAL455,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KAUS,Austin-Bergstrom Intl,"Austin, TX",7/11/13 2:33,7/11/13 3:03,0:30
AAL1912,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCLT,Charlotte/Douglas Intl,"Charlotte, NC",7/11/13 2:34,7/11/13 4:39,2:05
VRD720,A319/L ,KSFO,San Francisco Intl,"San Francisco, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 2:34,7/11/13 5:33,2:59
VRD717,A320/L ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSFO,San Francisco Intl,"San Francisco, CA",7/11/13 2:35,7/11/13 5:47,3:12
AAL1464,B752/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KTUL,Tulsa Intl,"Tulsa, OK",7/11/13 2:35,7/11/13 3:14,0:39
AAL2228,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KICT,Wichita Mid-Continent,"Wichita, KS",7/11/13 2:36,7/11/13 3:28,0:52
AAL1386,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMCO,Orlando Intl,"Orlando, FL",7/11/13 2:37,7/11/13 4:45,2:08
AAL1687,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSJC,San Jose Int'l,"San Jose, CA",7/11/13 2:38,7/11/13 5:43,3:05
AAL1355,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSFO,San Francisco Intl,"San Francisco, CA",7/11/13 2:38,7/11/13 5:49,3:11
AAL355Q,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSFO,San Francisco Intl,"San Francisco, CA",7/11/13 2:38,7/11/13 5:52,3:14
AAL1392,MD80/Q ,KSAT,San Antonio Intl,"San Antonio, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 2:38,7/11/13 3:22,0:44
AAL1072,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KTPA,Tampa Intl,"Tampa, FL",7/11/13 2:39,7/11/13 4:45,2:06
AWE194,A321/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",7/11/13 2:39,7/11/13 4:31,1:52
FLG3325,CRJ9/Q ,KJFK,John F Kennedy Intl,"New York, NY",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 2:39,7/11/13 5:50,3:11
EGF3270,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KTYR,Tyler Pounds Rgnl,"Tyler, TX",7/11/13 2:40,7/11/13 3:09,0:29
FDX1201,MD11/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMEM,Memphis Intl,"Memphis, TN",7/11/13 2:42,7/11/13 3:59,1:17
