Ident,Type,Origin,Origin Name,Origin City,Destination,Destination Name,Destination City,Departure Time,Arrival Time,Enroute
EGF3257,E135/Q ,KTYR,Tyler Pounds Rgnl,"Tyler, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:31,7/11/13 19:03,0:32
AAL2442,B738/Q ,KLAX,Los Angeles Intl,"Los Angeles, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:31,7/11/13 21:24,2:53
AAL400,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KPHL,Philadelphia Intl,"Philadelphia, PA",7/11/13 18:31,7/11/13 21:28,2:57
EGF2828,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KGRI,Central Nebraska Rgnl,"Grand Island, NE",7/11/13 18:32,7/11/13 20:00,1:28
AAL1231,B752/Q ,KMIA,Miami Intl,"Miami, FL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:32,7/11/13 21:36,3:04
AAL2275,MD80/Q ,KBNA,Nashville Intl,"Nashville, TN",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:37,7/11/13 20:04,1:27
AAL297,B752/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLAX,Los Angeles Intl,"Los Angeles, CA",7/11/13 18:37,7/11/13 21:06,2:29
AAL1596,B738 ,MMUN,Cancun Int'l,"Cancun, Quintana Roo",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:38,7/11/13 21:15,2:37
AAL61,B772/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",RJAA,Narita Int'l,Tokyo (Narita),7/11/13 18:40,7/12/13 7:28,12:48
UAL1140,B738/Q ,KEWR,Newark Liberty Intl,"Newark, NJ",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:40,7/11/13 22:46,4:06
EGF3211,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",MMLO,Del Bajio Guanajuato Int'l,"Silao, Guanajuato",7/11/13 18:41,7/11/13 20:35,1:54
AAL1033,MD80/Q ,KDCA,Reagan National,"Washington, DC",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:41,7/11/13 21:48,3:07
AAL1421,MD80/Q ,KTPA,Tampa Intl,"Tampa, FL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:42,7/11/13 20:46,2:04
AAL2114,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCRP,Corpus Christi Intl,"Corpus Christi, TX",7/11/13 18:42,7/11/13 19:34,0:52
AAL458,MD80/Q ,KAUS,Austin-Bergstrom Intl,"Austin, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:43,7/11/13 19:22,0:39
AAL1935,MD80/Q ,KMCI,Kansas City Intl,"Kansas City, MO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:43,7/11/13 19:50,1:07
AWE557,A319/Q ,KPHL,Philadelphia Intl,"Philadelphia, PA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:43,7/11/13 22:48,4:05
AAL1638,MD80/Q ,KSAT,San Antonio Intl,"San Antonio, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:44,7/11/13 19:30,0:46
AAL1744,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSAT,San Antonio Intl,"San Antonio, TX",7/11/13 18:44,7/11/13 19:27,0:43
AAL1655,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",MMUN,Cancun Int'l,"Cancun, Quintana Roo",7/11/13 18:46,7/11/13 21:06,2:20
NKS202,A320/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBWI,Baltimore/Washington Intl,"Baltimore, MD",7/11/13 18:46,7/11/13 21:40,2:54
EGF3347,E135 ,MMQT,Ing. Fernando Espinoza Gutierrez Int'l,"Queretaro, Queretaro",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:46,7/11/13 20:49,2:03
AAL488,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",CYYZ,Toronto Pearson Int'l,"Toronto, Ontario",7/11/13 18:47,7/11/13 21:15,2:28
AAL1172,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KOMA,Eppley Airfield,"Omaha, NE",7/11/13 18:48,7/11/13 20:11,1:23
AAL1198,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KRIC,Richmond Intl,"Richmond, VA",7/11/13 18:49,7/11/13 21:18,2:29
EGF2904,E135/Q ,KCID,The Eastern Iowa,"Cedar Rapids, IA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:50,7/11/13 20:22,1:32
AAL551,B738 ,MMCZ,Cozumel Int'l,"Cozumel, Quintana Roo",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:50,7/11/13 21:45,2:55
AAL1279,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",7/11/13 18:50,7/11/13 20:42,1:52
EGF2896,E135 ,MMMZ,General Rafael Buelna Int'l,"Mazatlan, Sinaloa",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:50,7/11/13 21:23,2:33
AAL1540,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSTL,Lambert-St Louis Intl,"St Louis, MO",7/11/13 18:51,7/11/13 20:11,1:20
EGF3195,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSJT,San Angelo Rgnl,"San Angelo, TX",7/11/13 18:52,7/11/13 19:29,0:37
AAL759,B738/Q ,KLGA,LaGuardia,"New York, NY",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:52,7/11/13 21:53,3:01
AAL1680,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMEM,Memphis Intl,"Memphis, TN",7/11/13 18:52,7/11/13 19:58,1:06
AAL340,MD83 ,MMPR,Lic. Gustavo Diaz Ordaz Int'l,"Puerto Vallarta, Jalisco",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:52,7/11/13 21:17,2:25
AAL1238,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCLE,Cleveland-Hopkins Intl,"Cleveland, OH",7/11/13 18:53,7/11/13 21:04,2:11
VRD878,A320/L ,KLAX,Los Angeles Intl,"Los Angeles, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:53,7/11/13 21:57,3:04
AAL1097,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",MMMY,General Mariano Escobedo Int'l,"Monterrey, Nuevo Leon",7/11/13 18:53,7/11/13 20:04,1:11
AAL414,MD80/Q ,KMSP,Minneapolis/St Paul Intl,"Minneapolis, MN",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:54,7/11/13 20:44,1:50
ASQ2557,CRJ2/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KAMA,Amarillo Intl,"Amarillo, TX",7/11/13 18:55,7/11/13 19:47,0:52
EGF3608,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSAV,Savannah/Hilton Head Intl,"Savannah, GA",7/11/13 18:55,7/11/13 20:59,2:04
SCX504,B738/Q ,MMUN,Cancun Int'l,"Cancun, Quintana Roo",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:55,7/11/13 21:28,2:33
EGF3150,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KPNS,Pensacola Gulf Coast Rgnl,"Pensacola, FL",7/11/13 18:55,7/11/13 20:29,1:34
EGF3188,E145/Q ,KLIT,Bill And Hillary Clinton National/Adams Field,"Little Rock, AR",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:56,7/11/13 19:50,0:54
AAL481,MD80/Q ,KMCO,Orlando Intl,"Orlando, FL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:56,7/11/13 21:19,2:23
NKS470,A319/Q ,KLAS,McCarran Intl,"Las Vegas, NV",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:56,7/11/13 21:21,2:25
AAL1374,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KPBI,Palm Beach Intl,"West Palm Beach, FL",7/11/13 18:57,7/11/13 21:22,2:25
EGF3233,E135/Q ,KMTJ,Montrose Rgnl,"Montrose, CO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:57,7/11/13 20:34,1:36
AAL578,MD83/Q ,KONT,Ontario Intl,"Ontario, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 18:58,7/11/13 21:38,2:40
AAL1950,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCLT,Charlotte/Douglas Intl,"Charlotte, NC",7/11/13 18:59,7/11/13 21:11,2:12
AAL1109,MD83/Q ,KJAX,Jacksonville Intl,"Jacksonville, FL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:00,7/11/13 21:25,2:25
EGF3538,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMSN,Dane Co Rgnl,"Madison, WI",7/11/13 19:00,7/11/13 21:06,2:06
EGF3225,E145/Q ,KSPS,Sheppard Afb ,"Wichita Falls, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:00,7/11/13 19:25,0:25
ASQ4311,E135/Q ,KIAH,Houston Bush Int'ctl,"Houston, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:00,7/11/13 19:43,0:43
ASQ2533,CRJ2/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSHV,Shreveport Rgnl,"Shreveport, LA",7/11/13 19:01,7/11/13 19:40,0:39
SKV7485,E170/Q ,CYYZ,Toronto Pearson Int'l,"Toronto, Ontario",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:02,7/11/13 22:45,3:43
AAL1387,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KAUS,Austin-Bergstrom Intl,"Austin, TX",7/11/13 19:02,7/11/13 19:32,0:30
AAL2254,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KORF,Norfolk Intl,"Norfolk, VA",7/11/13 19:03,7/11/13 21:36,2:33
AAL2073,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSNA,John Wayne Arpt,"Santa Ana, CA",7/11/13 19:04,7/11/13 21:31,2:27
AAL1484,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBNA,Nashville Intl,"Nashville, TN",7/11/13 19:04,7/11/13 20:31,1:27
ASQ2521,CRJ2/Q ,KBPT,Jack Brooks Rgnl,"Beaumont/Port Arthur, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:05,7/11/13 19:50,0:45
AAL1602,MD80/Q ,KSMF,Sacramento Intl,"Sacramento, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:05,7/11/13 22:34,3:29
EGF3356,E145/Q ,KCVG,N Kentucky Intl,"Covington, KY",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:08,7/11/13 21:33,2:25
EGF3169,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLBB,Lubbock Smith Intl,"Lubbock, TX",7/11/13 19:08,7/11/13 19:54,0:46
AAL2286,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KDCA,Reagan National,"Washington, DC",7/11/13 19:09,7/11/13 22:16,3:07
AAL1475,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSAN,San Diego Intl,"San Diego, CA",7/11/13 19:09,7/11/13 21:31,2:22
AAL736,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLGA,LaGuardia,"New York, NY",7/11/13 19:11,7/11/13 22:30,3:19
AAL2444,B752/Q ,KLAX,Los Angeles Intl,"Los Angeles, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:12,7/11/13 22:04,2:52
TCF3521,E170/Q ,KDEN,Denver Intl,"Denver, CO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:12,7/11/13 20:35,1:23
EGF3417,E145/Q ,KMAF,Midland Intl,"Midland, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:12,7/11/13 20:05,0:53
AAL883,MD80/Q ,KEWR,Newark Liberty Intl,"Newark, NJ",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:13,7/11/13 22:26,3:13
SLI2683,E190/L ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",MMMX,Lic. Benito Juarez Int'l,Mexico City,7/11/13 19:13,7/11/13 19:13,n/a
AAL1906,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KEWR,Newark Liberty Intl,"Newark, NJ",7/11/13 19:13,7/11/13 22:28,3:15
EGF2810,E135/Q ,KLCH,Lake Charles Rgnl,"Lake Charles, LA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:14,7/11/13 20:02,0:48
AAL1959,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMSY,New Orleans Intl,"New Orleans, LA",7/11/13 19:14,7/11/13 20:21,1:07
AAL2329,MD80/Q ,KORD,Chicago O'Hare Intl,"Chicago, IL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:16,7/11/13 21:18,2:02
AAL2094,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KDAY,James M Cox Dayton Intl,"Dayton, OH",7/11/13 19:16,7/11/13 21:12,1:56
EGF2569,CRJ7 ,KGRK,Robert Gray Aaf,"Fort Hood/Killeen, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:17,7/11/13 19:17,n/a
ASQ2569,CRJ2/Q ,KGRK,Robert Gray Aaf,"Fort Hood/Killeen, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:17,7/11/13 19:42,0:25
AAL2059,MD80/Q ,KDCA,Reagan National,"Washington, DC",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:18,7/11/13 21:59,2:41
EGF2728,E145/Q ,KVPS,Eglin Afb,"Valparaiso, FL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:18,7/11/13 21:51,2:33
EGF3447,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KABI,Abilene Rgnl,"Abilene, TX",7/11/13 19:18,7/11/13 20:05,0:47
DAL2110,MD88/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KATL,Hartsfield-Jackson Intl,"Atlanta, GA",7/11/13 19:19,7/11/13 21:04,1:45
AAL1685,MD82/Q ,KSTL,Lambert-St Louis Intl,"St Louis, MO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:19,7/11/13 20:43,1:24
AAL260,B738/Q ,CYVR,Vancouver Int'l,"Vancouver, British Columbia",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:19,7/11/13 23:14,3:55
AAL517,B738/Q ,CYYZ,Toronto Pearson Int'l,"Toronto, Ontario",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:20,7/11/13 22:11,2:51
AAL1568,MD83/Q ,KPDX,Portland Intl,"Portland, OR",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:20,7/11/13 22:45,3:25
AAL1810,MD83/Q ,KDEN,Denver Intl,"Denver, CO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:21,7/11/13 20:57,1:36
EGF3209,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLAW,Lawton-Fort Sill Rgnl,"Lawton, OK",7/11/13 19:21,7/11/13 19:52,0:31
AAL426,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMCO,Orlando Intl,"Orlando, FL",7/11/13 19:21,7/11/13 21:39,2:18
AAL557,B752/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSTL,Lambert-St Louis Intl,"St Louis, MO",7/11/13 19:22,7/11/13 20:42,1:20
SCX513,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",MMCZ,Cozumel Int'l,"Cozumel, Quintana Roo",7/11/13 19:22,7/11/13 19:22,n/a
AAL247,B752/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLAX,Los Angeles Intl,"Los Angeles, CA",7/11/13 19:23,7/11/13 21:51,2:28
EGF3334,E145/Q ,KTYS,Mc Ghee Tyson,"Knoxville, TN",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:23,7/11/13 21:38,2:15
AAL2104,MD80/Q ,KLBB,Lubbock Smith Intl,"Lubbock, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:23,7/11/13 20:11,0:48
AAL1958,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KPIT,Pittsburgh Intl,"Pittsburgh, PA",7/11/13 19:24,7/11/13 21:37,2:13
AAL878,MD80/Q ,KSLC,Salt Lake City Intl,"Salt Lake City, UT",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:24,7/11/13 22:02,2:38
AAL2467,B738/Q ,KRSW,Southwest Florida Intl,"Fort Myers, FL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:24,7/11/13 21:41,2:17
AAL649,B738/Q ,KFLL,Hollywood Int'l,"Fort Lauderdale, FL",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:25,7/11/13 22:37,3:12
AAL1890,B752/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KBOS,Boston Logan Intl,"Boston, MA",7/11/13 19:25,7/11/13 22:47,3:22
AAL1299,B752/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMIA,Miami Intl,"Miami, FL",7/11/13 19:27,7/11/13 21:53,2:26
AAL1146,B738/Q ,KSNA,John Wayne Arpt,"Santa Ana, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:27,7/11/13 22:39,3:12
AAL2268,B738/Q ,KSEA,Seattle-Tacoma Intl,"Seattle, WA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:27,7/11/13 22:58,3:31
EGF3323,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCLL,Easterwood Field,"College Station, TX",7/11/13 19:28,7/11/13 19:58,0:30
UAL291,A320/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KEWR,Newark Liberty Intl,"Newark, NJ",7/11/13 19:28,7/11/13 22:35,3:07
AAL312,B738/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KRSW,Southwest Florida Intl,"Fort Myers, FL",7/11/13 19:30,7/11/13 21:53,2:23
CPZ5801,E170/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLGA,LaGuardia,"New York, NY",7/11/13 19:30,7/11/13 22:52,3:22
EGF3646,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KGSO,Piedmont Triad Intl,"Greensboro, NC",7/11/13 19:30,7/11/13 21:50,2:20
AAL1390,MD80/Q ,KCOS,Colorado Sprgs Muni,"Colorado Springs, CO",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:31,7/11/13 20:39,1:08
EGF3672,E145/Q ,KFSM,Fort Smith Rgnl,"Fort Smith, AR",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:31,7/11/13 20:10,0:39
NKS365,A319/Q ,KMSY,New Orleans Intl,"New Orleans, LA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:31,7/11/13 20:36,1:05
EGF3077,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KGRR,Gerald R. Ford Intl,"Grand Rapids, MI",7/11/13 19:32,7/11/13 21:47,2:15
AAL524,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMKE,General Mitchell Intl,"Milwaukee, WI",7/11/13 19:33,7/11/13 21:32,1:59
AAL812,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSAT,San Antonio Intl,"San Antonio, TX",7/11/13 19:33,7/11/13 20:10,0:37
AAL1344,MD83/Q ,KSAN,San Diego Intl,"San Diego, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:33,7/11/13 21:44,2:11
AAL2230,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KDTW,Detroit Metro Wayne Co,"Detroit, MI",7/11/13 19:34,7/11/13 21:46,2:12
AAL1690,MD80/Q ,KIAH,Houston Bush Int'ctl,"Houston, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:36,7/11/13 20:32,0:56
AAL1111,MD80/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",MMMX,Lic. Benito Juarez Int'l,Mexico City,7/11/13 19:36,7/11/13 21:37,2:01
AAL1392,MD80/Q ,KSAT,San Antonio Intl,"San Antonio, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:37,7/11/13 20:35,0:58
EGF3336,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KCID,The Eastern Iowa,"Cedar Rapids, IA",7/11/13 19:37,7/11/13 21:20,1:43
AAL1195,MD83/Q ,KDTW,Detroit Metro Wayne Co,"Detroit, MI",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:37,7/11/13 22:04,2:27
EGF2792,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KVPS,Eglin Afb,"Valparaiso, FL",7/11/13 19:38,7/11/13 21:30,1:52
AWE544,A320/Q ,KPHX,Phoenix Sky Harbor Intl,"Phoenix, AZ",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:38,7/11/13 22:23,2:45
AAL1184,MD83/Q ,KSJC,San Jose Int'l,"San Jose, CA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:38,7/11/13 22:55,3:17
EGF3399,E135/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KLEX,Blue Grass,"Lexington, KY",7/11/13 19:39,7/11/13 21:32,1:53
ASA661,B739/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSEA,Seattle-Tacoma Intl,"Seattle, WA",7/11/13 19:39,7/11/13 23:16,3:37
AAL1281,B738/Q ,KBOS,Boston Logan Intl,"Boston, MA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:39,7/11/13 23:56,4:17
DAL2210,MD88/Q ,KATL,Hartsfield-Jackson Intl,"Atlanta, GA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:40,7/11/13 21:48,2:08
AAL447,MD83 ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMSY,New Orleans Intl,"New Orleans, LA",7/11/13 19:40,7/11/13 19:40,n/a
LAK164,C560/L ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KASE,Aspen-Pitkin County,"Aspen, CO",7/11/13 19:41,7/11/13 21:34,1:53
AAL447P,MD82/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KMSY,New Orleans Intl,"New Orleans, LA",7/11/13 19:41,7/11/13 20:50,1:09
AAL2360,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KORD,Chicago O'Hare Intl,"Chicago, IL",7/11/13 19:42,7/11/13 21:31,1:49
EGF3612,E145/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KFSD,Joe Foss Field,"Sioux Falls, SD",7/11/13 19:43,7/11/13 21:37,1:54
AAL627,MD83/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KDEN,Denver Intl,"Denver, CO",7/11/13 19:43,7/11/13 21:14,1:31
EGF3246,E145/Q ,KAEX,Alexandria Intl,"Alexandria, LA",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:43,7/11/13 20:34,0:51
EVA695,B744/Q ,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",KSFO,San Francisco Intl,"San Francisco, CA",7/11/13 19:44,7/11/13 22:47,3:03
EGF3424,E145/Q ,KGPT,Gulfport-Biloxi Intl,"Gulfport, MS",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:44,7/11/13 21:47,2:03
AAL2222,MD80/Q ,KAUS,Austin-Bergstrom Intl,"Austin, TX",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:45,7/11/13 20:30,0:45
FLG3358,CRJ9/Q ,KMEM,Memphis Intl,"Memphis, TN",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:46,7/11/13 21:22,1:36
EGF2845,E135/Q ,KGCK,Garden City Rgnl,"Garden City, KS",KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:46,7/11/13 21:04,1:18
AAL1675,B738 ,MKJS,Sangster Int'l,Montego Bay,KDFW,Dallas/Fort Worth Intl,"Dallas-Fort Worth, TX",7/11/13 19:46,7/11/13 22:50,3:03
